loan_id,customer_id,application_date,loan_amount,interest_rate,term_months,product_type,default_flag
L001090,C000134,2022-04-13,30290.3,3.48,48,CAR_LOAN,false
L001091,C000347,2022-10-09,42488.37,3.36,24,CAR_LOAN,false
L001092,C000138,2020-02-29,33006.69,5.88,72,PERSONAL_LOAN,false
L001093,C000215,2019-09-21,16287.13,7.23,48,CAR_LOAN,false
L001094,C000127,2018-11-14,14345.26,5.69,72,PERSONAL_LOAN,false
L001095,C000169,2018-12-31,18238.42,4.5,36,CAR_LOAN,false
L001096,C000116,2021-01-25,3414.26,4.76,24,BIKE_LOAN,false
L001097,C000401,2019-05-21,10380.72,6.87,36,PERSONAL_LOAN,false
L001098,C000251,2019-01-27,25216.32,6.7,36,PERSONAL_LOAN,false
L001099,C000051,2018-07-16,10171.39,8.18,48,CAR_LOAN,false
L001100,C000380,2023-12-18,26170.21,7.79,48,BIKE_LOAN,false
L001101,C000133,2018-02-08,31839.65,6.78,72,CAR_LOAN,false
L001102,C000291,2020-12-31,5220.31,6.85,36,PERSONAL_LOAN,false
L001103,C000348,2024-10-29,20566.24,5.25,48,BIKE_LOAN,false
L001104,C000258,2021-03-20,14584.56,5.07,72,CAR_LOAN,false
L001105,C000440,2018-12-23,42793.1,4.94,36,CAR_LOAN,false
L001106,C000040,2020-09-10,42684.41,3.49,12,CAR_LOAN,false
L001107,C000284,2023-07-12,36950.57,2.56,48,PERSONAL_LOAN,false
L001108,C000375,2019-07-13,23145.55,5.59,72,PERSONAL_LOAN,false
L001109,C000208,2018-02-26,28884.04,7.97,72,CAR_LOAN,false
L001110,C000360,2023-12-29,34486.05,3.97,72,PERSONAL_LOAN,false
L001111,C000422,2023-12-04,31731.28,2.75,48,CAR_LOAN,false
L001112,C000452,2023-11-15,40959.54,3.55,36,CAR_LOAN,false
L001113,C000488,2018-07-28,20754.34,4.77,36,CAR_LOAN,false
L001114,C000348,2020-10-20,37932.51,7.6,12,BIKE_LOAN,false
L001115,C000151,2020-12-20,11948.77,6.93,60,BIKE_LOAN,false
L001116,C000157,2023-10-13,37680.55,2.71,48,PERSONAL_LOAN,false
L001117,C000030,2021-12-28,3247.43,5.26,36,BIKE_LOAN,false
L001118,C000180,2020-02-02,19886.86,2.55,48,BIKE_LOAN,false
L001119,C000271,2023-10-08,40737.42,4.96,48,CAR_LOAN,false
L001120,C000337,2020-10-21,12496.0,4.87,36,BIKE_LOAN,false
L001121,C000094,2024-01-07,37084.84,3.15,48,PERSONAL_LOAN,false
L001122,C000083,2019-07-27,17856.99,5.1,36,PERSONAL_LOAN,false
L001123,C000098,2021-03-12,4690.76,4.87,72,BIKE_LOAN,false
L001124,C000083,2020-03-26,42831.79,8.26,36,CAR_LOAN,false
L001125,C000282,2023-07-23,36592.44,6.79,36,BIKE_LOAN,false
L001126,C000473,2022-05-12,8519.54,8.25,12,CAR_LOAN,false
L001127,C000257,2018-02-25,35230.17,3.92,72,BIKE_LOAN,false
L001128,C000306,2018-02-02,21241.8,4.24,48,CAR_LOAN,false
L001129,C000127,2024-12-04,9404.82,5.57,24,BIKE_LOAN,false
L001130,C000443,2020-12-15,44758.8,3.98,48,CAR_LOAN,false
L001131,C000401,2019-02-27,32448.09,5.51,24,CAR_LOAN,false
L001132,C000303,2019-09-02,12634.14,3.29,12,BIKE_LOAN,false
L001133,C000476,2019-08-22,20904.73,6.2,12,CAR_LOAN,false
L001134,C000269,2021-06-09,32406.67,8.38,24,BIKE_LOAN,false
L001135,C000032,2023-09-20,20937.06,2.81,12,BIKE_LOAN,false
L001136,C000483,2021-12-08,32886.6,3.98,12,CAR_LOAN,true
L001137,C000027,2021-08-10,11903.06,5.33,60,CAR_LOAN,false
L001138,C000130,2023-07-06,18270.41,4.33,12,PERSONAL_LOAN,true
L001139,C000283,2019-06-18,16910.89,6.95,36,PERSONAL_LOAN,false
L001140,C000271,2024-10-12,18606.88,6.4,24,PERSONAL_LOAN,false
L001141,C000455,2019-03-12,8480.39,6.96,12,CAR_LOAN,false
L001142,C000468,2020-02-20,11102.96,5.17,12,CAR_LOAN,false
L001143,C000317,2021-11-05,15662.01,5.35,24,PERSONAL_LOAN,false
L001144,C000023,2019-06-08,11051.68,5.8,36,PERSONAL_LOAN,false
L001145,C000459,2022-02-08,21836.25,6.8,48,CAR_LOAN,false
L001146,C000269,2023-08-26,36217.18,3.5,36,PERSONAL_LOAN,false
L001147,C000149,2018-07-06,43143.72,2.86,72,CAR_LOAN,false
L001148,C000204,2023-07-21,31757.16,7.72,12,CAR_LOAN,false
L001149,C000261,2022-04-23,26624.94,4.84,60,BIKE_LOAN,false
L001150,C000002,2019-10-18,27019.72,6.05,12,PERSONAL_LOAN,false
L001151,C000363,2023-11-21,13871.05,7.61,36,PERSONAL_LOAN,false
L001152,C000061,2019-12-02,12405.04,5.7,36,CAR_LOAN,false
L001153,C000483,2021-02-11,41944.41,4.12,12,PERSONAL_LOAN,false
L001154,C000422,2020-05-10,25452.99,2.51,36,PERSONAL_LOAN,false
L001155,C000189,2021-08-22,6496.34,6.73,60,BIKE_LOAN,false
L001156,C000210,2024-11-09,15385.6,8.41,72,CAR_LOAN,false
L001157,C000113,2021-02-19,10422.88,8.33,60,PERSONAL_LOAN,false
L001158,C000399,2024-07-17,7470.59,6.97,48,PERSONAL_LOAN,false
L001159,C000321,2024-10-11,26136.87,7.4,24,BIKE_LOAN,false
L001160,C000298,2022-06-08,9536.94,3.89,72,BIKE_LOAN,false
L001161,C000462,2023-05-17,6935.02,3.59,24,CAR_LOAN,false
L001162,C000252,2020-01-09,30197.7,2.63,24,CAR_LOAN,false
L001163,C000352,2024-10-25,10889.62,3.36,48,CAR_LOAN,false
L001164,C000331,2022-07-07,7209.82,5.66,72,CAR_LOAN,false
L001165,C000194,2022-04-22,3870.07,7.46,72,CAR_LOAN,false
L001166,C000395,2018-12-09,14241.57,8.13,60,CAR_LOAN,false
L001167,C000005,2019-03-12,25779.55,7.41,72,CAR_LOAN,false
L001168,C000246,2024-04-24,40480.39,7.39,36,BIKE_LOAN,false
L001169,C000125,2018-08-17,25828.11,4.1,60,CAR_LOAN,true
L001170,C000023,2019-02-26,25874.97,3.12,48,CAR_LOAN,true
L001171,C000115,2018-04-09,12520.36,4.81,36,PERSONAL_LOAN,false
L001172,C000472,2022-04-25,31844.18,6.79,12,BIKE_LOAN,false
L001173,C000057,2020-07-08,7272.92,8.24,36,CAR_LOAN,false
L001174,C000061,2022-01-16,41779.42,8.02,12,PERSONAL_LOAN,false
L001175,C000220,2023-12-13,17063.45,3.59,48,CAR_LOAN,false
L001176,C000352,2021-05-20,29239.85,4.22,12,BIKE_LOAN,false
L001177,C000339,2022-02-20,42181.04,7.36,72,CAR_LOAN,false
L001178,C000442,2019-09-01,35666.93,3.38,24,BIKE_LOAN,false
L001179,C000408,2023-05-14,37215.29,3.18,48,PERSONAL_LOAN,false
L001180,C000047,2021-08-16,44780.41,3.59,48,BIKE_LOAN,false
L001181,C000218,2023-05-26,32123.68,4.98,72,BIKE_LOAN,false
L001182,C000484,2020-10-04,19093.78,5.8,60,PERSONAL_LOAN,false
L001183,C000275,2020-07-31,19154.34,5.99,48,PERSONAL_LOAN,false
L001184,C000356,2020-06-17,32529.92,3.91,12,CAR_LOAN,false
L001185,C000009,2022-01-24,26451.73,8.25,12,CAR_LOAN,false
L001186,C000185,2019-07-25,15377.29,3.36,60,BIKE_LOAN,false
L001187,C000424,2020-07-08,5346.36,3.33,72,PERSONAL_LOAN,false
L001188,C000376,2018-04-18,32237.15,5.05,12,PERSONAL_LOAN,false
L001189,C000298,2018-10-30,23026.72,6.06,24,CAR_LOAN,false
L001190,C000073,2018-11-20,13291.92,2.57,48,CAR_LOAN,false
L001191,C000241,2019-07-28,34420.5,6.69,36,BIKE_LOAN,false
L001192,C000173,2022-12-24,35818.67,6.67,36,CAR_LOAN,false
L001193,C000452,2018-05-12,28375.29,3.54,24,CAR_LOAN,false
L001194,C000217,2023-02-04,26274.55,7.48,60,PERSONAL_LOAN,false
L001195,C000117,2022-10-02,42120.91,4.13,12,PERSONAL_LOAN,false
L001196,C000487,2019-05-28,34211.66,4.9,12,CAR_LOAN,false
L001197,C000422,2024-04-09,28413.5,2.96,72,BIKE_LOAN,false
L001198,C000335,2022-07-18,37744.65,3.49,36,PERSONAL_LOAN,false
L001199,C000139,2019-03-21,7384.8,4.68,36,CAR_LOAN,false
L001200,C000084,2024-01-28,7471.51,3.77,12,BIKE_LOAN,false
L001201,C000104,2018-05-13,13094.08,3.01,60,PERSONAL_LOAN,true
L001202,C000405,2023-06-05,4918.59,4.39,36,CAR_LOAN,false
L001203,C000385,2021-03-02,43267.04,5.5,36,BIKE_LOAN,false
L001204,C000499,2019-06-15,32511.59,3.08,48,PERSONAL_LOAN,false
L001205,C000258,2019-09-08,3994.78,7.28,48,PERSONAL_LOAN,false
L001206,C000020,2021-04-03,9771.37,6.59,12,PERSONAL_LOAN,false
L001207,C000368,2020-08-06,40144.89,7.34,72,CAR_LOAN,false
L001208,C000083,2023-08-17,24684.63,6.87,72,PERSONAL_LOAN,false
L001209,C000175,2023-01-07,35984.78,4.53,36,PERSONAL_LOAN,false
L001210,C000221,2018-06-13,40408.56,7.15,48,CAR_LOAN,false
L001211,C000313,2024-10-21,6149.93,3.41,72,BIKE_LOAN,false
L001212,C000008,2019-08-08,35185.33,4.36,12,BIKE_LOAN,false
L001213,C000161,2019-11-27,42230.35,3.47,36,PERSONAL_LOAN,false
L001214,C000046,2018-10-19,10525.82,7.13,36,BIKE_LOAN,false
L001215,C000391,2022-12-16,30312.27,3.34,12,PERSONAL_LOAN,false
L001216,C000187,2021-03-20,19839.45,7.64,72,CAR_LOAN,false
L001217,C000263,2021-07-08,18694.69,6.59,60,BIKE_LOAN,false
L001218,C000449,2018-06-24,29065.78,6.36,72,CAR_LOAN,false
L001219,C000288,2018-02-02,9491.61,3.13,48,CAR_LOAN,false
L001220,C000438,2018-10-26,12368.15,7.74,72,CAR_LOAN,false
L001221,C000240,2024-01-01,40805.31,5.29,12,CAR_LOAN,false
L001222,C000470,2022-06-14,35265.1,3.7,36,CAR_LOAN,false
L001223,C000310,2023-06-15,11930.68,6.95,12,BIKE_LOAN,false
L001224,C000280,2019-09-30,42838.41,3.37,24,BIKE_LOAN,false
L001225,C000308,2022-04-07,5620.81,7.35,48,BIKE_LOAN,false
L001226,C000109,2018-04-04,43011.09,6.6,36,BIKE_LOAN,false
L001227,C000043,2019-08-04,5908.88,4.93,36,PERSONAL_LOAN,false
L001228,C000215,2023-11-20,11992.41,7.86,24,CAR_LOAN,false
L001229,C000462,2022-10-22,17364.8,7.02,24,CAR_LOAN,false
L001230,C000215,2023-05-27,22970.98,6.63,24,PERSONAL_LOAN,false
L001231,C000468,2024-05-25,19343.79,2.56,60,CAR_LOAN,false
L001232,C000342,2024-06-27,28893.52,4.44,72,PERSONAL_LOAN,false
L001233,C000376,2021-07-20,3595.84,7.88,24,BIKE_LOAN,false
L001234,C000059,2022-07-23,14037.71,6.83,48,CAR_LOAN,false
L001235,C000328,2024-06-27,7092.73,3.81,24,BIKE_LOAN,false
L001236,C000397,2019-11-12,28239.62,3.8,24,CAR_LOAN,false
L001237,C000296,2018-02-28,18550.77,4.68,36,BIKE_LOAN,false
L001238,C000445,2019-05-26,32371.32,6.39,48,BIKE_LOAN,false
L001239,C000181,2024-01-31,20885.67,8.34,36,CAR_LOAN,false
L001240,C000235,2022-10-21,18671.1,5.82,24,PERSONAL_LOAN,false
L001241,C000146,2022-11-27,29632.5,6.71,12,CAR_LOAN,false
L001242,C000054,2019-01-03,30284.23,6.2,48,CAR_LOAN,false
L001243,C000385,2024-12-30,41943.61,3.1,48,PERSONAL_LOAN,false
L001244,C000017,2021-04-02,38771.62,3.77,48,PERSONAL_LOAN,false
L001245,C000101,2023-04-08,42923.16,4.6,48,BIKE_LOAN,false
L001246,C000331,2022-06-10,3319.42,4.75,24,PERSONAL_LOAN,false
L001247,C000451,2020-12-19,15910.66,7.92,48,PERSONAL_LOAN,false
L001248,C000461,2022-08-26,4372.33,2.66,36,PERSONAL_LOAN,false
L001249,C000308,2021-07-24,17073.78,8.25,48,CAR_LOAN,false
L001250,C000201,2020-02-29,28883.25,4.86,12,PERSONAL_LOAN,false
L001251,C000481,2022-05-19,44048.94,3.54,36,PERSONAL_LOAN,false
L001252,C000119,2019-02-12,32821.04,3.26,12,PERSONAL_LOAN,false
L001253,C000201,2020-12-01,38168.19,3.45,36,CAR_LOAN,false
L001254,C000014,2022-11-27,3484.6,7.12,24,CAR_LOAN,false
L001255,C000279,2018-11-19,27015.34,2.65,72,CAR_LOAN,false
L001256,C000325,2022-01-06,10835.32,6.42,24,BIKE_LOAN,false
L001257,C000431,2020-10-01,33505.13,7.34,48,BIKE_LOAN,false
L001258,C000141,2018-12-06,42268.99,6.26,72,PERSONAL_LOAN,false
L001259,C000057,2023-02-24,41942.36,3.24,24,BIKE_LOAN,false
L001260,C000093,2019-01-16,6250.02,7.57,24,BIKE_LOAN,false
L001261,C000408,2018-03-31,20377.3,5.42,72,CAR_LOAN,false
L001262,C000215,2022-03-18,40367.97,6.3,48,CAR_LOAN,false
L001263,C000006,2020-01-02,30705.99,6.29,12,CAR_LOAN,false
L001264,C000178,2023-06-06,44786.47,6.1,12,CAR_LOAN,false
L001265,C000131,2019-05-14,11099.5,2.68,12,PERSONAL_LOAN,false
L001266,C000079,2020-06-04,39408.72,3.19,24,CAR_LOAN,false
L001267,C000113,2018-12-08,33565.24,8.14,36,BIKE_LOAN,false
L001268,C000489,2019-01-12,17639.24,5.81,36,BIKE_LOAN,false
L001269,C000254,2022-11-22,24531.57,4.9,24,BIKE_LOAN,false
L001270,C000352,2021-02-25,43398.59,3.12,60,BIKE_LOAN,false
L001271,C000106,2023-06-22,21205.81,5.18,60,PERSONAL_LOAN,false
L001272,C000164,2024-12-26,7517.48,4.8,24,PERSONAL_LOAN,false
L001273,C000460,2018-09-21,21874.94,7.84,60,BIKE_LOAN,false
L001274,C000151,2024-10-09,37720.83,6.37,60,BIKE_LOAN,false
L001275,C000059,2020-01-07,36979.7,5.08,24,BIKE_LOAN,false
L001276,C000111,2022-03-03,18622.5,7.18,12,CAR_LOAN,false
L001277,C000006,2021-09-09,11978.44,5.9,36,CAR_LOAN,false
L001278,C000198,2021-03-07,28275.68,5.66,12,PERSONAL_LOAN,false
L001279,C000312,2018-11-03,27105.83,6.38,72,BIKE_LOAN,false
L001280,C000164,2020-03-22,11279.18,7.32,48,CAR_LOAN,false
L001281,C000216,2019-05-04,8211.89,3.53,36,PERSONAL_LOAN,false
L001282,C000296,2018-03-29,14971.55,6.36,60,CAR_LOAN,false
L001283,C000146,2019-06-21,38349.0,4.92,60,PERSONAL_LOAN,true
L001284,C000331,2018-03-08,5917.07,3.07,48,PERSONAL_LOAN,false
L001285,C000163,2021-11-17,19814.46,5.84,36,BIKE_LOAN,false
L001286,C000202,2021-05-07,32251.19,5.23,72,CAR_LOAN,false
L001287,C000481,2024-12-06,7315.23,3.84,12,CAR_LOAN,false
L001288,C000166,2022-11-20,12506.33,3.03,72,BIKE_LOAN,false
L001289,C000276,2018-01-21,42232.63,7.71,36,CAR_LOAN,false
L001290,C000485,2021-05-31,6151.77,4.48,60,BIKE_LOAN,false
L001291,C000088,2019-07-19,27505.03,3.22,36,CAR_LOAN,false
L001292,C000455,2022-08-20,29749.95,6.51,60,PERSONAL_LOAN,false
L001293,C000245,2023-07-01,44006.68,4.43,72,BIKE_LOAN,false
L001294,C000136,2021-04-28,32878.02,4.62,24,PERSONAL_LOAN,false
L001295,C000439,2020-04-23,32188.53,2.95,48,CAR_LOAN,false
L001296,C000344,2020-06-04,22662.32,4.81,48,CAR_LOAN,false
L001297,C000417,2024-08-15,34987.31,5.58,36,BIKE_LOAN,false
L001298,C000336,2019-09-23,38607.89,3.13,24,CAR_LOAN,false
L001299,C000198,2023-01-28,39450.07,5.58,48,CAR_LOAN,false
L001300,C000217,2019-11-04,31823.17,8.21,60,PERSONAL_LOAN,false
L001301,C000237,2019-03-15,34291.09,3.94,48,CAR_LOAN,false
L001302,C000244,2023-12-15,22010.92,4.09,60,CAR_LOAN,false
L001303,C000109,2019-09-09,19670.98,5.09,36,CAR_LOAN,false
L001304,C000190,2019-02-05,5063.64,4.8,48,CAR_LOAN,false
L001305,C000207,2019-12-25,27950.06,5.68,48,PERSONAL_LOAN,false
L001306,C000349,2018-07-24,30146.48,8.25,24,CAR_LOAN,false
L001307,C000019,2024-06-14,14179.49,2.9,12,BIKE_LOAN,false
L001308,C000318,2022-07-16,19460.14,3.11,72,PERSONAL_LOAN,false
L001309,C000106,2019-12-02,36000.56,4.59,36,PERSONAL_LOAN,false
L001310,C000376,2018-01-13,6958.19,5.52,72,PERSONAL_LOAN,false
L001311,C000157,2020-09-04,10149.77,6.59,24,CAR_LOAN,false
L001312,C000234,2019-08-04,43414.21,6.5,48,BIKE_LOAN,true
L001313,C000499,2020-12-16,40012.82,3.52,12,PERSONAL_LOAN,false
L001314,C000243,2024-07-16,3042.27,7.74,48,CAR_LOAN,true
L001315,C000009,2024-05-12,31561.94,4.24,24,PERSONAL_LOAN,false
L001316,C000387,2019-08-24,35560.78,3.1,72,BIKE_LOAN,false
L001317,C000377,2021-12-07,44571.31,4.04,48,BIKE_LOAN,false
L001318,C000007,2021-12-15,15647.63,4.5,60,PERSONAL_LOAN,false
L001319,C000462,2024-09-06,23342.9,4.12,60,PERSONAL_LOAN,false
L001320,C000076,2022-08-08,38963.15,6.46,24,BIKE_LOAN,false
L001321,C000126,2024-06-23,34122.52,8.34,36,CAR_LOAN,false
L001322,C000100,2022-03-28,29826.82,8.29,72,PERSONAL_LOAN,false
L001323,C000468,2023-01-15,44467.93,7.76,24,BIKE_LOAN,false
L001324,C000179,2021-09-18,19423.1,5.0,36,BIKE_LOAN,false
L001325,C000297,2023-11-01,32477.1,7.51,12,BIKE_LOAN,false
L001326,C000291,2021-11-22,15113.16,8.32,48,PERSONAL_LOAN,false
L001327,C000349,2019-09-08,24973.82,4.24,60,PERSONAL_LOAN,false
L001328,C000250,2021-03-26,5713.89,4.27,48,CAR_LOAN,false
L001329,C000423,2024-08-26,8184.3,5.43,12,BIKE_LOAN,false
L001330,C000428,2018-01-03,5095.89,3.33,36,PERSONAL_LOAN,false
L001331,C000394,2024-04-15,9511.55,3.02,36,CAR_LOAN,false
L001332,C000101,2022-11-05,27579.44,2.98,24,CAR_LOAN,false
L001333,C000182,2020-10-15,37091.78,6.32,48,BIKE_LOAN,false
L001334,C000051,2020-12-06,41648.15,6.08,24,PERSONAL_LOAN,false
L001335,C000449,2021-08-13,36783.97,3.34,24,BIKE_LOAN,false
L001336,C000284,2020-03-28,15644.62,3.01,60,PERSONAL_LOAN,false
L001337,C000094,2022-03-20,35861.04,7.5,12,CAR_LOAN,false
L001338,C000356,2021-07-07,24160.24,6.61,36,BIKE_LOAN,false
L001339,C000239,2022-09-19,43380.77,5.27,60,CAR_LOAN,false
L001340,C000216,2018-12-29,34745.97,6.19,36,CAR_LOAN,false
L001341,C000192,2019-06-06,29077.37,7.9,36,CAR_LOAN,false
L001342,C000202,2019-05-31,19923.57,2.54,60,BIKE_LOAN,false
L001343,C000044,2018-08-13,14347.34,8.42,12,BIKE_LOAN,false
L001344,C000421,2021-04-05,26748.62,6.64,12,CAR_LOAN,false
L001345,C000346,2023-09-24,34053.26,2.82,24,PERSONAL_LOAN,false
L001346,C000380,2023-07-22,8728.92,7.87,72,CAR_LOAN,false
L001347,C000160,2018-01-27,36835.91,6.24,24,CAR_LOAN,false
L001348,C000079,2024-10-09,39955.76,5.62,24,CAR_LOAN,false
L001349,C000013,2023-09-03,21640.27,2.83,12,BIKE_LOAN,false
L001350,C000095,2020-08-20,38352.27,5.78,60,PERSONAL_LOAN,false
L001351,C000337,2024-12-02,8174.25,3.38,12,CAR_LOAN,false
L001352,C000382,2020-09-12,10172.57,6.95,60,CAR_LOAN,false
L001353,C000149,2021-03-31,31036.49,8.25,48,BIKE_LOAN,false
L001354,C000201,2022-04-30,32301.41,3.14,48,BIKE_LOAN,false
L001355,C000146,2023-02-16,8045.31,4.84,60,BIKE_LOAN,true
L001356,C000334,2024-12-14,21668.13,7.95,36,CAR_LOAN,false
L001357,C000371,2023-02-21,14629.97,8.39,36,PERSONAL_LOAN,false
L001358,C000258,2020-05-13,17651.03,6.74,48,PERSONAL_LOAN,false
L001359,C000336,2019-09-13,17778.41,6.82,36,BIKE_LOAN,false
L001360,C000403,2019-07-28,14690.29,7.08,36,BIKE_LOAN,false
L001361,C000430,2023-06-05,18813.95,5.33,72,CAR_LOAN,false
L001362,C000475,2023-09-08,35566.72,5.65,24,PERSONAL_LOAN,false
L001363,C000490,2024-07-06,17620.0,6.2,48,CAR_LOAN,true
L001364,C000437,2019-10-14,12731.58,6.49,48,PERSONAL_LOAN,false
L001365,C000390,2020-08-06,44215.79,7.35,72,CAR_LOAN,false
L001366,C000451,2019-12-14,33582.85,4.8,48,CAR_LOAN,false
L001367,C000129,2019-04-14,4571.57,7.0,48,BIKE_LOAN,false
L001368,C000431,2018-05-01,41789.14,4.43,72,BIKE_LOAN,false
L001369,C000327,2024-06-08,26371.67,3.67,48,BIKE_LOAN,false
L001370,C000116,2020-04-04,34170.46,5.1,60,CAR_LOAN,false
L001371,C000013,2019-01-30,11548.66,7.36,12,BIKE_LOAN,false
L001372,C000291,2024-02-17,39308.63,4.54,72,PERSONAL_LOAN,false
L001373,C000373,2023-12-04,23839.37,7.49,60,BIKE_LOAN,false
L001374,C000183,2024-12-08,40789.74,7.62,12,BIKE_LOAN,false
L001375,C000193,2018-10-18,26904.4,3.26,60,BIKE_LOAN,false
L001376,C000256,2020-08-02,5162.12,5.74,12,CAR_LOAN,false
L001377,C000149,2020-10-26,19397.91,4.65,24,BIKE_LOAN,false
L001378,C000295,2020-09-15,38834.2,8.09,60,BIKE_LOAN,false
L001379,C000030,2024-02-15,32295.75,3.17,48,BIKE_LOAN,false
L001380,C000017,2021-10-16,20699.04,3.7,12,CAR_LOAN,false
L001381,C000419,2021-09-12,41815.32,6.48,12,CAR_LOAN,false
L001382,C000413,2024-04-28,40981.6,6.72,12,BIKE_LOAN,false
L001383,C000487,2022-09-01,28122.2,6.17,12,PERSONAL_LOAN,false
L001384,C000067,2021-01-13,33379.85,3.12,48,PERSONAL_LOAN,false
L001385,C000180,2022-11-03,23058.89,7.19,24,CAR_LOAN,false
L001386,C000014,2020-03-14,25435.81,7.66,72,PERSONAL_LOAN,false
L001387,C000283,2023-05-29,5189.9,7.09,72,CAR_LOAN,false
L001388,C000219,2024-02-29,8786.36,5.13,60,BIKE_LOAN,false
L001389,C000176,2022-11-24,41558.88,3.93,12,PERSONAL_LOAN,true
L001390,C000212,2024-01-06,26858.04,8.45,12,PERSONAL_LOAN,false
L001391,C000030,2018-11-10,5379.49,5.13,36,CAR_LOAN,false
L001392,C000309,2020-09-27,44919.73,3.28,48,BIKE_LOAN,false
L001393,C000337,2018-11-11,6207.87,8.13,24,BIKE_LOAN,false
L001394,C000417,2022-01-02,40700.89,7.65,48,PERSONAL_LOAN,false
L001395,C000188,2024-03-08,15292.7,6.42,60,BIKE_LOAN,false
L001396,C000278,2023-08-25,7383.88,4.58,48,PERSONAL_LOAN,false
L001397,C000249,2021-02-19,6294.74,7.97,60,CAR_LOAN,false
L001398,C000284,2020-05-13,8155.42,6.85,24,CAR_LOAN,false
L001399,C000358,2022-12-09,30296.14,5.22,12,CAR_LOAN,false
L001400,C000018,2021-01-12,14674.63,4.81,12,CAR_LOAN,false
L001401,C000313,2022-04-22,23805.01,7.68,48,BIKE_LOAN,true
L001402,C000106,2022-04-03,10745.93,5.09,12,PERSONAL_LOAN,false
L001403,C000278,2021-11-25,42363.4,7.96,36,BIKE_LOAN,false
L001404,C000303,2020-06-05,34804.59,4.55,60,BIKE_LOAN,false
L001405,C000401,2018-08-22,36910.66,5.82,72,PERSONAL_LOAN,false
L001406,C000481,2023-12-31,22467.11,5.94,60,PERSONAL_LOAN,false
L001407,C000492,2022-04-11,22627.96,8.46,24,CAR_LOAN,false
L001408,C000144,2021-01-28,6592.55,4.0,60,BIKE_LOAN,false
L001409,C000203,2018-06-08,28852.98,4.67,72,BIKE_LOAN,false
L001410,C000415,2024-10-26,3518.24,4.34,72,BIKE_LOAN,false
L001411,C000434,2020-01-03,21639.96,2.6,12,BIKE_LOAN,true
L001412,C000184,2023-05-21,29785.21,5.84,48,CAR_LOAN,false
L001413,C000041,2021-02-06,40675.86,5.81,12,BIKE_LOAN,false
L001414,C000393,2021-02-05,13900.71,5.47,24,PERSONAL_LOAN,false
L001415,C000447,2024-12-06,30551.08,3.9,72,CAR_LOAN,false
L001416,C000260,2022-12-09,27355.41,2.75,72,CAR_LOAN,false
L001417,C000366,2020-11-27,43961.86,2.6,36,PERSONAL_LOAN,false
L001418,C000308,2020-08-19,17688.65,2.96,48,CAR_LOAN,false
L001419,C000122,2020-04-15,16683.14,4.73,72,BIKE_LOAN,false
L001420,C000219,2021-03-05,9009.34,4.46,36,BIKE_LOAN,false
L001421,C000460,2022-03-15,22768.77,8.34,60,CAR_LOAN,false
L001422,C000023,2021-04-06,42072.96,7.97,12,CAR_LOAN,false
L001423,C000414,2021-07-06,24453.44,7.19,60,PERSONAL_LOAN,false
L001424,C000482,2020-05-30,18911.27,6.0,72,PERSONAL_LOAN,false
L001425,C000391,2018-11-18,43117.53,8.25,24,PERSONAL_LOAN,false
L001426,C000295,2024-02-24,33825.95,5.73,12,PERSONAL_LOAN,false
L001427,C000311,2023-04-19,30686.31,5.62,36,BIKE_LOAN,false
L001428,C000295,2021-04-15,41264.92,4.47,36,CAR_LOAN,false
L001429,C000384,2019-04-18,32109.07,5.17,48,BIKE_LOAN,false
L001430,C000287,2023-09-03,6210.64,4.67,48,PERSONAL_LOAN,false
L001431,C000403,2022-09-12,12650.06,7.47,24,PERSONAL_LOAN,false
L001432,C000466,2022-07-28,31312.42,6.5,60,BIKE_LOAN,false
L001433,C000175,2021-07-09,7954.49,4.95,60,CAR_LOAN,false
L001434,C000324,2020-03-22,40794.64,7.76,12,CAR_LOAN,false
L001435,C000135,2024-03-21,32878.04,5.32,12,CAR_LOAN,false
L001436,C000427,2022-11-03,4005.12,3.5,12,CAR_LOAN,false
L001437,C000272,2022-05-09,40978.94,4.63,48,PERSONAL_LOAN,false
L001438,C000365,2021-04-16,7999.25,7.88,36,PERSONAL_LOAN,false
L001439,C000056,2018-07-05,6097.61,8.02,48,BIKE_LOAN,false
L001440,C000380,2022-11-20,15150.23,5.36,24,PERSONAL_LOAN,false
L001441,C000393,2024-08-11,41486.36,8.12,12,CAR_LOAN,false
L001442,C000304,2024-08-26,18534.7,6.4,48,BIKE_LOAN,false
L001443,C000261,2024-08-05,14730.58,7.14,24,BIKE_LOAN,false
L001444,C000025,2024-04-29,24742.46,5.65,60,BIKE_LOAN,false
L001445,C000197,2021-07-28,34806.61,8.22,12,PERSONAL_LOAN,false
L001446,C000375,2020-05-12,21082.58,4.17,60,BIKE_LOAN,false
L001447,C000146,2019-11-10,7979.15,4.14,48,CAR_LOAN,false
L001448,C000148,2020-11-28,44529.83,7.02,24,PERSONAL_LOAN,false
L001449,C000050,2020-04-27,26190.86,5.55,24,CAR_LOAN,false
L001450,C000021,2024-01-21,25592.47,3.67,48,CAR_LOAN,false
L001451,C000145,2024-05-28,20913.11,5.17,24,BIKE_LOAN,false
L001452,C000057,2019-05-07,21665.01,5.09,36,CAR_LOAN,false
L001453,C000143,2019-04-23,43674.46,7.32,72,CAR_LOAN,false
L001454,C000168,2019-10-04,24296.53,4.16,72,PERSONAL_LOAN,false
